CName,CCode,IName,ICode,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
China,CHN,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,3.544977225,3.806618198,4.047861711,4.358585835,4.513428429,4.622937263,4.583395311,4.811688361,4.847565788,4.747541221,4.682612306,4.550477831,4.354221691,4.628597888,5.145721699,4.97627722,5.145995971,5.41455871
Ethiopia,ETH,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,2.810909231,2.94095951,3.092199694,3.618413632,3.892090024,4.29951506,4.731557737,4.713237282,4.910366604,4.330630432,4.111322462,4.182994751,4.780793609,4.313519675,4.458498116,4.669805236,4.064544388,3.833035321
France,FRA,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,10.35591786,10.37528069,10.25025157,10.14604609,10.15364395,10.08483656,10.21133378,10.56032092,10.8301048,10.96949398,11.01733394,10.9515852,10.87544951,11.02319375,11.73143486,11.67700372,11.63425097,11.74743415
Germany,DEU,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,10.11365972,10.42021333,10.26680958,10.29407562,10.3620138,10.39516484,10.50421048,10.7243223,10.91911525,10.66885276,10.80893724,10.6374087,10.47708462,10.7041798,11.75156875,11.54951526,11.33229191,11.28300941
India,IND,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,4.011837816,3.889982361,4.240990287,4.289603738,4.041564368,4.274039324,4.504452753,4.403626318,4.29430622,4.504978914,4.249459202,4.026573715,3.882364601,3.92944264,3.934011851,3.690131224,3.923170679,4.046567944
Indonesia,IDN,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,1.953868261,1.997857597,1.932485773,2.07940008,2.280305216,1.956875632,2.233066845,2.236297024,2.533724242,2.36774836,2.789580659,2.905147811,3.098442087,2.80594493,2.825459435,2.918069316,2.862641212,3.029313952
"Iran, Islamic Rep.",IRN,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,3.834198628,3.697059074,4.085153038,4.51205098,4.592429114,4.595133645,5.088972941,5.119473449,4.735279912,4.716531901,5.327187113,5.074496243,5.108988822,5.168003362,5.00562715,4.552402577,4.611103348,4.180827795
Israel,ISR,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,7.386773229,7.481209726,7.733175132,7.593564048,7.320590216,7.379996005,7.910948574,7.787855678,7.724034949,7.617904282,7.698193144,7.437210438,7.499040061,7.564516359,7.579250647,7.578701229,7.561927406,7.50528249
Japan,JPN,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,6.806896264,6.953592068,6.890688768,7.176575318,7.440699181,7.603417275,7.806082681,7.857463942,7.988078941,7.994724753,8.181918629,8.198613594,8.229485472,8.605047011,9.525750781,9.588990997,9.954744969,10.07329483
Nigeria,NGA,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,4.730276116,4.697216198,4.723232208,5.553207955,5.602079006,4.602030341,4.800157256,3.910272282,7.545155497,6.958869109,6.602647384,5.700639917,7.216224561,6.458391314,6.845739152,5.584956393,5.716763866,6.065047255
Pakistan,PAK,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,3.267659004,3.360909183,3.348002017,3.60928715,3.718422096,3.019187361,2.826596178,2.991838951,2.852289049,2.823294092,3.182618276,3.666277067,3.547394612,3.342006092,3.011755062,2.994565529,3.011692319,3.146861838
Saudi Arabia,SAU,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,2.932550519,2.932904105,3.028905481,3.312720474,4.099063462,4.235385517,4.489131847,4.272936729,4.001790452,3.695894069,3.548065544,3.737248559,3.748353982,3.10939964,4.144599127,4.039847099,3.51106945,3.209671033
Somalia,SOM,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,3.342879623,3.321388894,3.217732873,3.588341953,3.522776192,3.652723637,3.702544244,3.855047288,3.921385725,4.235233573,4.023798283,4.034532511,3.687971681,3.414710015,3.342010505,3.432569935,3.281128191,NA
Sweden,SWE,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,7.964555213,8.200305839,8.02636126,8.11535567,8.19761871,8.179613118,8.85949228,9.228156472,9.31003467,9.087970982,9.061503047,8.947997609,8.917223125,9.228354222,9.93895273,9.468765983,9.466146882,9.612437482
United Kingdom,GBR,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,6.751536033,6.786396511,6.559760135,6.625957225,6.88329118,7.016849606,7.310538468,7.634967551,7.828829021,8.029547497,8.266775887,8.428851816,8.504025482,8.952119685,9.905641864,9.550428326,9.418350809,9.43544104
United States,USA,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,13.60490049,13.57454807,13.4772864,13.50345631,13.50389632,13.58300231,14.24079949,15.0901571,15.6214697,15.71790953,15.76626219,15.86210507,16.08371471,16.53613458,17.71479531,17.65720729,17.68297585,17.90905845
Zambia,ZMB,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,NA,NA,NA,NA,5.600822632,5.888936468,6.209759248,6.529591291,5.795584159,5.643777998,5.982401046,6.734553182,6.725026832,6.694554627,7.080377309,6.407675682,5.950736334,6.630643147,6.366685472,6.130861077,6.171960625,6.541361727
Bangladesh,BGD,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,6,NA,NA,NA,5.699999809,NA,NA,NA,NA,10.69999981,NA,NA,NA,NA,NA,NA,NA
Brazil,BRA,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.299999952,2.900000095,3.599999905,3.299999952,3.599999905,4.400000095,4.5,NA,NA,NA,13.10000038,NA
China,CHN,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,5.900000095,5.599999905,5.199999809,6.300000191,2.799999952,5,4.199999809,2.400000095,4.199999809,NA,NA,NA,NA,NA,2.299999952,NA,NA,NA,NA,NA,NA,NA
France,FRA,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.10000038,19,20.10000038,19.10000038,20.70000076,20,NA,NA,NA,NA
Germany,DEU,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,11.19999981,12.5,12.19999981,12.39999962,12.10000038,12.39999962,12.10000038,12.89999962,12.5,11.69999981,11,10.89999962,11.19999981,NA,NA,NA,NA
India,IND,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,30,30.89999962,31.29999924,32.09999847,33.29999924,33.59999847,34.09999847,35.20000076,35.70000076,34.09999847,36.90000153,35.09999847,34.70000076,32.09999847,34.70000076,NA,NA,NA,NA,28.60000038,NA,NA
Indonesia,IDN,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,NA,10.69999981,10,11.30000019,9.699999809,7.300000191,6.400000095,4.900000095,6.699999809,7,7.5,12.5,12.5,NA,NA,NA,NA
"Iran, Islamic Rep.",IRN,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.09999847,41.90000153,48.70000076,52.29999924,NA,NA,NA,NA
Israel,ISR,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,31.39999962,35.5,34.59999847,38.29999924,38.29999924,28.60000038,28.70000076,30.89999962,31.10000038,29.29999924,30.10000038,25.89999962,28.20000076,30.5,NA,NA,NA,NA
Japan,JPN,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,21.60000038,24.10000038,23.89999962,23.79999924,28.20000076,35.20000076,25.79999924,31.5,31.89999962,29.39999962,26.79999924,33.59999847,32.59999847,33.59999847,36,32.70000076,36,36.90000153,NA,NA,NA,NA
Nigeria,NGA,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,6.199999809,NA,NA,NA,NA,13.30000019,13.39999962,18.5,18.5,21.60000038,21.60000038,19.70000076,18.60000038,22.39999962,NA,NA,NA,NA
Saudi Arabia,SAU,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,39.09999847,43,37.20000076,49.59999847,NA,NA,NA,64.30000305,68.80000305,76.40000153,77.69999695,NA,NA,NA
Somalia,SOM,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.29999924,43.40000153,40.70000076,NA,NA,NA,NA
Sweden,SWE,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,12.5,12.39999962,13.10000038,13.80000019,13.39999962,14.19999981,14.30000019,14.80000019,15,15.69999981,14.5,14.69999981,18.10000038,20.20000076,21.10000038,21.89999962,17.60000038,17.10000038,NA,NA,NA,NA
United Kingdom,GBR,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,10.39999962,11.30000019,11.19999981,11.10000038,12.39999962,11.89999962,12.30000019,13.19999981,13.60000038,13.89999962,14.19999981,14.69999981,15.19999981,15.30000019,16.20000076,NA,NA,NA,NA
United States,USA,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,42.40000153,44.40000153,42.09999847,40.79999924,41.29999924,42.5,43.5,45.79999924,47.79999924,48.5,48.59999847,47.90000153,50.20000076,50.20000076,51.90000153,NA,NA,NA,NA
Zambia,ZMB,"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,11.80000019,NA,NA,NA,10.19999981,NA,NA,NA,NA,19.39999962,NA,NA,NA,NA,NA,NA,NA
Brazil,BRA,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.899999976,2.5,2.400000095,2.599999905,2.799999952,2.599999905,3.5,NA,NA,NA,10.30000019,NA
China,CHN,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,8.5,6,6.800000191,8.5,3.200000048,11.89999962,8.800000191,6.300000191,11.19999981,NA,NA,NA,NA,NA,5.699999809,NA,NA,NA,NA,NA,NA,NA
France,FRA,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.79999924,18.89999962,18.60000038,18.79999924,18.89999962,16.39999962,NA,NA,NA,NA
Germany,DEU,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,14.39999962,14.5,14.19999981,14.5,13.39999962,13,12.60000038,12.30000019,12.30000019,12.39999962,11.30000019,10.30000019,10.60000038,NA,NA,NA,NA
India,IND,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,24.60000038,24.39999962,25.10000038,25.89999962,27,27.29999924,28.20000076,28.29999924,29,28.79999924,28.89999962,29.39999962,30.79999924,31.5,32.79999924,NA,NA,NA,NA,20.5,NA,NA
Indonesia,IDN,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,NA,7.5,7.300000191,7.699999809,6.599999905,6.199999809,5.099999905,4.199999809,4.800000191,5,5,7.300000191,8.399999619,NA,NA,NA,NA
"Iran, Islamic Rep.",IRN,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.60000038,12.30000019,13.10000038,14.89999962,NA,NA,NA,NA
Israel,ISR,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,25.10000038,27.29999924,27.79999924,25.39999962,28.39999962,20.39999962,22.39999962,24.29999924,22.79999924,23.29999924,21.20000076,21.10000038,19.39999962,25.79999924,NA,NA,NA,NA
Japan,JPN,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,14.10000038,19.70000076,21.39999962,21.20000076,21.20000076,23.29999924,22.10000038,21.39999962,21.39999962,25.29999924,23.39999962,26.29999924,26.5,27.10000038,27,31.10000038,30.89999962,30.70000076,NA,NA,NA,NA
Nigeria,NGA,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,11.69999981,NA,NA,NA,NA,24.5,24.39999962,26.79999924,26.70000076,32.20000076,32.20000076,30,29.70000076,30.89999962,NA,NA,NA,NA
Saudi Arabia,SAU,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,6.900000095,7.5,14.80000019,6.5,NA,NA,NA,11.60000038,9.899999619,13.30000019,16.60000038,NA,NA,NA
Somalia,SOM,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.29999924,20.29999924,20.79999924,NA,NA,NA,NA
Sweden,SWE,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,11.5,11.80000019,11.5,11.39999962,13.19999981,13.5,14.39999962,14.89999962,16.5,15.80000019,11.10000038,15.80000019,17.89999962,16.10000038,15.5,16.79999924,16.79999924,15.80000019,NA,NA,NA,NA
United Kingdom,GBR,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,9.5,10.5,11.19999981,9.800000191,10.89999962,11.89999962,10.39999962,12.10000038,14.30000019,15.60000038,15.5,16,14.30000019,13.10000038,12.89999962,NA,NA,NA,NA
United States,USA,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,37.5,38.70000076,38.59999847,37.59999847,37.59999847,41.90000153,40.40000153,43,45.20000076,46.29999924,44.59999847,43.20000076,41.79999924,42,42.20000076,NA,NA,NA,NA
Zambia,ZMB,"Unemployment with tertiary education, male (% of male unemployment)",SL.UEM.TERT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.899999976,NA,NA,NA,NA,2.5,NA,NA,NA,3.299999952,NA,NA,4.300000191,NA,4.300000191,NA,NA,NA,5,NA,NA,NA
Brazil,BRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA,6.400000095,6,NA,6,6.800000191,7.699999809,8.899999619,9.600000381,NA,9.300000191,9.100000381,9.699999809,8.899999619,9.300000191,8.399999619,8.100000381,7.099999905,8.300000191,NA,6.699999809,NA
China,CHN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.299999952,2.299999952,2.599999905,2.799999952,2.900000095,3,3.099999905,3.099999905,3.099999905,3.099999905,3.599999905,4,4.300000191,4.199999809,4.199999809,4.099999905,4,4.2,4.3,4.1,4.1,4.1
Ethiopia,ETH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.299999952,NA,NA,3.099999905,NA,NA,NA,NA,8.199999809,NA,NA,NA,NA,23.10000038,5.400000095,17,NA,NA,NA,NA,NA,NA
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.100000381,10.19999981,11.30000019,12.60000038,11.80000019,12.39999962,12.60000038,12.10000038,12,10.19999981,8.600000381,8.699999809,8.600000381,9.199999809,8.899999619,8.800000191,8,7.400000095,9.100000381,9.300000191,9.199999809,9.899999619
Germany,DEU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.599999905,6.599999905,7.900000095,8.399999619,8.100000381,8.899999619,9.800000191,9.199999809,8.399999619,7.699999809,7.800000191,8.600000381,9.300000191,10.30000019,11.10000038,10.30000019,8.600000381,7.5,7.699999809,7.099999905,5.900000095,5.400000095
India,IND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA,NA,NA,3.700000048,2.200000048,2.099999905,2.599999905,3.599999905,NA,4.300000191,NA,NA,NA,NA,4.400000095,NA,NA,NA,NA,3.5,NA,3.599999905
Indonesia,IDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA,2.799999952,NA,NA,NA,4.400000095,4.699999809,5.5,6.300000191,6.099999905,8.100000381,9.100000381,9.5,9.899999619,11.19999981,10.30000019,9.100000381,8.399999619,7.900000095,7.099999905,6.599999905,6.137031036
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.10000038,NA,NA,NA,NA,9.100000381,NA,NA,NA,NA,NA,12.80000019,NA,10.30000019,12.10000038,NA,10.60000038,10.5,NA,NA,NA,NA
Israel,ISR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.60000038,11.19999981,10,7.800000191,6.900000095,6.699999809,7.699999809,8.5,8.899999619,8.800000191,9.300000191,10.30000019,10.69999981,10.39999962,9,8.399999619,7.300000191,6.099999905,7.5,6.599999905,5.599999905,6.900000095
Japan,JPN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.099999905,2.200000048,2.5,2.900000095,3.200000048,3.400000095,3.400000095,4.099999905,4.699999809,4.800000191,5,5.400000095,5.199999809,4.699999809,4.400000095,4.099999905,3.900000095,4,5,5,4.5,4.300000191
Nigeria,NGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.900000095,5.199999809,4.300000191,4.300000191,5,NA,5.800000191,5.699999809,NA,7.199999809,NA,7.800000191,NA,7.400000095,NA,6.099999905,5.099999905,5,NA,NA,NA,NA
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA,7.199999809,NA,NA,NA,NA,NA,NA,4.300000191,4.599999905,4.599999905,5.199999809,NA,NA,NA,6.300000191,5.699999809,5.099999905,5.400000095,NA,4.400000095,5.599999905
Somalia,SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,14.69999981,14.19999981,13.69999981,13,12.19999981,11.30000019,10.60000038,9.100000381,8.899999619,7.699999809,7.900000095,8.800000191,8.199999809,8.399999619,7.699999809,6.5,6,5.199999809,5.900000095,4.900000095,4.199999809,4
Sweden,SWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.200000048,5.699999809,9.300000191,9.600000381,9.100000381,9.899999619,10,8.300000191,7.099999905,5.800000191,5,5.199999809,5.800000191,6.5,7.699999809,7,6.099999905,6.199999809,8.300000191,8.600000381,7.800000191,8
United Kingdom,GBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.399999619,9.699999809,10.30000019,9.600000381,8.600000381,8.100000381,7,6.099999905,5.900000095,5.5,4.699999809,5.099999905,4.800000191,4.599999905,4.699999809,5.400000095,5.300000191,5.300000191,7.699999809,7.800000191,7.800000191,7.900000095
United States,USA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.800000191,7.5,6.900000095,6.099999905,5.599999905,5.400000095,4.900000095,4.5,4.199999809,4,4.699999809,5.800000191,6,5.5,5.099999905,4.599999905,4.599999905,5.800000191,9.300000191,9.600000381,8.899999619,8.100000381
Zambia,ZMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,18.89999962,NA,19.70000076,NA,NA,15.30000019,NA,12,NA,12.89999962,NA,NA,NA,NA,15.89999962,NA,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,159.2766,154.874,149.9556,145.0372,140.1188,135.2004,130.282,125.7322,121.1824,116.6326,112.0828,107.533,103.7638,99.9946,96.2254,92.45619,88.687,87.0674,85.4478,83.8282,82.2086,80.589
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,83.12021,83.8,84.9798,86.1596,87.3394,88.5192,89.699,88.9568,88.2146,87.4724,86.73019,85.988,83.906,81.824,79.742,77.66,75.578,74.6212,73.6644,72.7076,71.75079,70.794
China,CHN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,9.350601,5.51,5.5904,5.6708,5.7512,5.8316,5.912,6.2256,6.5392,6.8528,7.1664,7.48,7.6596,7.8392,8.0188,8.1984,8.378,8.4126,8.4472,8.4818,8.5164,8.551
Ethiopia,ETH,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,118.0092,117.674,117.6464,117.6188,117.5912,117.5636,117.536,115.0704,112.6048,110.1392,107.6736,105.208,102.1698,99.1316,96.0934,93.0552,90.017,87.6876,85.3582,83.0288,80.6994,78.37
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,11.5218,10.989,10.7528,10.5166,10.2804,10.0442,9.808,10.0006,10.1932,10.3858,10.5784,10.771,10.6164,10.4618,10.3072,10.1526,9.998,9.1456,8.2932,7.440801,6.588401,5.736
Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,16.1174,15.908,15.3492,14.7904,14.2316,13.6728,13.114,12.9652,12.8164,12.6676,12.5188,12.37,11.8502,11.3304,10.8106,10.2908,9.771,8.5758,7.3806,6.1854,4.9902,3.795
India,IND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,105.8594,104.091,101.0348,97.9786,94.9224,91.8662,88.81,85.4928,82.1756,78.8584,75.5412,72.224,67.8926,63.5612,59.2298,54.8984,50.567,47.0134,43.4598,39.9062,36.3526,32.799
Indonesia,IDN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.07401,63.11,60.0576,57.0052,53.9528,50.9004,47.848,48.4764,49.1048,49.7332,50.3616,50.99,51.093,51.196,51.299,51.402,51.505,50.8696,50.2342,49.5988,48.9634,48.328
"Iran, Islamic Rep.",IRN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,82.6724,75.429,69.9938,64.55859,59.12339,53.68819,48.253,45.3132,42.3734,39.4336,36.4938,33.554,33.1512,32.7484,32.3456,31.9428,31.54,31.5548,31.5696,31.5844,31.5992,31.614
Israel,ISR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,19.8576,19.342,19.0042,18.6664,18.3286,17.9908,17.653,17.3328,17.0126,16.6924,16.3722,16.052,15.6336,15.2152,14.7968,14.3784,13.96,12.7318,11.5036,10.2754,9.0472,7.819
Japan,JPN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4,4,4.08,4.16,4.24,4.32,4.4,4.6798,4.9596,5.2394,5.5192,5.799,5.6642,5.5294,5.3946,5.2598,5.125,5.1824,5.2398,5.297201,5.354601,5.412
Nigeria,NGA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,145.7192,143.433,142.0736,140.7142,139.3548,137.9954,136.636,135.312,133.988,132.664,131.34,130.016,128.801,127.586,126.371,125.156,123.941,123.0716,122.2022,121.3328,120.4634,119.594
Pakistan,PAK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,79.51241,75.932,72.5046,69.0772,65.6498,62.2224,58.795,55.1412,51.4874,47.8336,44.1798,40.526,38.605,36.684,34.763,32.842,30.921,30.1892,29.4574,28.7256,27.9938,27.262
Saudi Arabia,SAU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,63.92239,58.74,54.4496,50.1592,45.8688,41.5784,37.288,33.9526,30.6172,27.2818,23.9464,20.611,18.7988,16.9866,15.1744,13.3622,11.55,11.2842,11.0184,10.7526,10.4868,10.221
Somalia,SOM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,96.73321,101.73,106.6984,111.6668,116.6352,121.6036,126.572,126.6378,126.7036,126.7694,126.8352,126.901,126.9516,127.0022,127.0528,127.1034,127.154,123.7978,120.4416,117.0854,113.7292,110.373
